0
Bit_389
Bit_698
Bit_893
Bit_116
Bit_15
Bit_261
Bit_802
Bit_350
Bit_961
Bit_917
Bit_675
Bit_452
Bit_319
Bit_214
Bit_263
Bit_618
Bit_912
Bit_23
Bit_99
Bit_469
Bit_835
Bit_361
Bit_162
Bit_294
Bit_727
Bit_246
Bit_980
Bit_171
Bit_600
Bit_897
Bit_836
Bit_576
Bit_296
Bit_438
Bit_609
Bit_622
Bit_486
Bit_702
Bit_733
Bit_538
Bit_349
Bit_157
Bit_630
Bit_574
Bit_313
Bit_522
Bit_11
Bit_830
Bit_459
Bit_817
Bit_1
Bit_745
Bit_18
Bit_496
Bit_270
Bit_580
Bit_4
Bit_967
Bit_705
Bit_865
Bit_726
Bit_439
Bit_801
Bit_619
Bit_354
Bit_945
Bit_197
Bit_39
Bit_518
Bit_90
Bit_170
Bit_394
Bit_407
Bit_742
Bit_872
Bit_804
Bit_570
Bit_655
Bit_141
Bit_169
Bit_590
Bit_809
Bit_776
Bit_223
Bit_637
Bit_252
Bit_768
Bit_1017
Bit_494
Bit_213
Bit_573
Bit_504
Bit_489
Bit_164
Bit_230
Bit_107
Bit_484
Bit_384
Bit_134
Bit_569
Bit_1015
Bit_672
Bit_725
Bit_304
Bit_91
Bit_564
Bit_182
Bit_47
Bit_426
Bit_679
Bit_500
Bit_1014
Bit_536
Bit_995
Bit_638
Bit_820
Bit_744
Bit_539
Bit_730
Bit_204
Bit_1022
Bit_734
Bit_763
Bit_1013
Bit_974
Bit_377
Bit_67
Bit_868
Bit_128
Bit_390
Bit_507
Bit_36
Bit_94
Bit_982
Bit_256
Bit_681
Bit_357
Bit_840
Bit_492
Bit_607
Bit_73
Bit_49
Bit_1009
Bit_605
Bit_683
Bit_380
Bit_582
Bit_851
Bit_192
Bit_447
Bit_450
Bit_994
Bit_786
Bit_608
Bit_910
Bit_89
Bit_531
Bit_911
Bit_793
Bit_462
Bit_511
Bit_775
Bit_1001
Bit_736
Bit_241
Bit_773
Bit_613
Bit_951
Bit_617
Bit_88
Bit_1004
Bit_814
Bit_546
Bit_453
Bit_425
Bit_547
Bit_839
Bit_924
Bit_751
Bit_476
Bit_408
Bit_998
Bit_986
Bit_838
Bit_102
Bit_936
Bit_610
Bit_48
Bit_279
Bit_153
Bit_281
Bit_663
Bit_251
Bit_401
Bit_815
Bit_943
Bit_871
Bit_152
Bit_843
Bit_593
Bit_588
Bit_55
Bit_397
Bit_729
Bit_167
Bit_715
Bit_643
Bit_587
Bit_645
Bit_757
Bit_964
Bit_179
Bit_525
Bit_955
Bit_740
Bit_737
Bit_353
Bit_441
Bit_874
Bit_336
Bit_927
Bit_51
Bit_772
Bit_654
Bit_534
Bit_84
Bit_288
Bit_753
Bit_832
Bit_905
Bit_264
Bit_778
Bit_227
Bit_131
Bit_752
Bit_855
Bit_42
Bit_996
Bit_491
Bit_210
Bit_591
Bit_680
Bit_110
Bit_475
Bit_321
Bit_382
Bit_108
Bit_629
Bit_666
Bit_273
Bit_850
Bit_193
Bit_517
Bit_219
Bit_339
Bit_244
Bit_971
Bit_841
Bit_417
Bit_933
Bit_662
Bit_44
Bit_12
Bit_100
Bit_436
Bit_419
Bit_545
Bit_93
Bit_358
Bit_813
Bit_636
Bit_846
Bit_98
Bit_203
Bit_940
Bit_473
Bit_78
Bit_503
Bit_272
Bit_372
Bit_586
Bit_2
Bit_21
Bit_529
Bit_30
Bit_660
Bit_315
Bit_488
Bit_598
Bit_532
Bit_400
Bit_50
Bit_83
Bit_57
Bit_676
Bit_16
Bit_32
Bit_502
Bit_103
Bit_413
Bit_411
Bit_428
Bit_825
Bit_461
Bit_516
Bit_557
Bit_185
