molecule_chembl_id,canonical_smiles,standard_value,target_id,target_name,bioactivity_class,standard_value_norm,pIC50,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL460593,O=C(O)CNC(=O)c1cc(=O)[nH]c(=O)[nH]1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,213.149,-2.1224,4.0,4.0
CHEMBL460801,O=C(O)c1ccc(NS(=O)(=O)c2cccs2)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,283.33,2.2471000000000005,2.0,4.0
CHEMBL516484,O=C(O)c1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,465.4470000000002,3.7806000000000015,3.0,8.0
CHEMBL460802,O=S(=O)(O)CC(O)CSc1nc2ccccc2s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,305.402,1.6371,2.0,6.0
CHEMBL475281,O=C(O)CSC1CCS(=O)(=O)C1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,210.27599999999998,-0.00869999999999993,1.0,4.0
CHEMBL466206,O=C(O)CSc1ccc(C(=O)O)cc1[N+](=O)[O-],100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,257.223,1.4697,2.0,5.0
CHEMBL447590,O=C(O)CNC1CS(=O)(=O)CC1O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,209.22299999999998,-2.1814999999999984,3.0,5.0
CHEMBL461009,C=CCN1C(=S)S/C(=C/C=C2\Sc3ccccc3N2CCCS(=O)(=O)O)C1=S,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,470.6880000000003,4.449000000000004,1.0,7.0
CHEMBL505114,O=C(O)CC1S/C(=N/N=C/c2ccco2)NC1=O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,267.266,0.6758000000000002,2.0,6.0
CHEMBL460803,CC1(C)C(C(=O)O)N2C(=O)C(NC(=O)C(C(=O)O)c3ccccc3)C2[S+]1[O-],100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,394.4050000000001,-0.49799999999999756,3.0,5.0
CHEMBL460804,NC(=O)CSc1nc2ccc(NC(=O)c3ccccc3C(=O)O)cc2s1,27000.0,CHEMBL5619,PIM1 kinase,inactive,27000.0,4.568636235841013,387.4420000000001,2.824200000000001,3.0,6.0
CHEMBL460353,Cc1ccccc1NC(=O)c1cccc(NC(=O)CCC(=O)O)c1,35000.0,CHEMBL5619,PIM1 kinase,inactive,35000.0,4.455931955649724,326.3520000000001,3.0506200000000003,3.0,3.0
CHEMBL460354,O=[N+]([O-])c1ccccc1-c1nnc(CSc2nnc(-c3ccccc3O)o2)o1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,397.3720000000001,3.6927000000000016,1.0,10.0
CHEMBL462696,O=[N+]([O-])c1ccccc1-c1nnc(CSc2nc(-c3ccccc3O)n[nH]2)o1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,396.3880000000001,3.4278000000000026,2.0,9.0
CHEMBL518673,N#C/C(=C\c1ccc(-c2ccccc2[N+](=O)[O-])o1)S(=O)(=O)c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,380.3810000000001,4.1931800000000035,0.0,6.0
CHEMBL461208,CCc1cc2c(=O)c(-c3nc4ccccc4s3)c(C)oc2cc1OS(C)(=O)=O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,415.4920000000002,4.278920000000003,0.0,7.0
CHEMBL518188,O=C(Nc1ccccc1O)c1cc(S(=O)(=O)N2CCCCCC2)ccc1Cl,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,408.90700000000027,3.862600000000003,2.0,4.0
CHEMBL461209,O=C(Nc1ccccc1O)c1cccc(S(=O)(=O)N2CCCC2)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,346.4080000000002,2.4290000000000003,2.0,4.0
CHEMBL461424,O=S(=O)(NCc1ccccc1)c1ccc(S(=O)(=O)N(Cc2ccc(Cl)cc2)Cc2ccco2)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,531.0550000000004,4.802600000000004,1.0,5.0
CHEMBL518634,COc1ccccc1C(=O)NCC(C)(C)CNC1=NS(=O)(=O)c2ccccc21,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,401.48800000000006,2.1898999999999997,2.0,5.0
CHEMBL461010,O=S(=O)(Nc1ccc(NS(=O)(=O)c2cccs2)cc1)c1cccs1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,400.5280000000001,3.411200000000002,2.0,6.0
CHEMBL459744,Cc1ccc(S(=O)(=O)CCc2nnc(NC(=O)CC3CC4CCC3C4)s2)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,419.57200000000023,3.6277200000000027,1.0,6.0
CHEMBL459529,CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)C2CCCO2)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,356.4440000000002,1.8431999999999995,1.0,5.0
CHEMBL459743,CC(C)(C)NS(=O)(=O)c1ccc2oc3ccc(S(=O)(=O)NC(C)(C)C)cc3c2c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,438.5710000000002,3.739600000000002,2.0,5.0
CHEMBL516778,Cc1ccc(-c2nnc3c4ccccc4c(C)nn23)cc1S(=O)(=O)N1CCOCC1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,423.49800000000033,2.5822400000000005,0.0,7.0
CHEMBL452994,COC(=O)COc1ccc(S(=O)(=O)N2CCCCC2)cc1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,327.40200000000016,1.7214199999999997,0.0,5.0
CHEMBL467217,COC(=O)C1C(=O)C2=C(CC1C)NC(C)=C(C(=O)OC1CCCC1)C2c1ccccc1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,437.5360000000003,4.093820000000003,1.0,6.0
CHEMBL511913,O=C(Cn1cc(C(=O)c2ccco2)c2ccccc21)NCc1cccnc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,359.38500000000005,3.176700000000001,1.0,5.0
CHEMBL467423,COC(=O)C1C(=O)c2c([nH]c(C(=O)OC3CCCCC3)c2C)CC1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,347.4110000000001,2.976720000000001,1.0,5.0
CHEMBL448847,COC(=O)C1C(=O)c2c([nH]c(C(=O)OCC3CCCO3)c2C)CC1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,349.3830000000001,1.8230199999999992,1.0,6.0
CHEMBL448142,Cc1cc(S(=O)(=O)N2CCOCC2)ccc1OCC(=O)N1CCCC1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,368.4550000000002,1.0171199999999998,0.0,5.0
CHEMBL460993,C=CCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1nnc(C)s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,386.5060000000001,2.945620000000001,1.0,8.0
CHEMBL460994,CCN(CC)S(=O)(=O)c1cccc(C(=O)Nc2ccccc2C(=O)O)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,376.4340000000001,2.6676,2.0,4.0
CHEMBL460995,Cc1c(OS(=O)(=O)c2ccccc2)cccc1OS(=O)(=O)c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,404.46500000000015,3.530420000000002,0.0,6.0
