molecule_chembl_id,canonical_smiles,standard_value,target_id,target_name,bioactivity_class,standard_value_norm,pIC50,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL497607,COCOc1c(/C=C2\SC(=O)NC2=O)cccc1C(F)(F)F,460.0,CHEMBL2147,EGFR kinase,active,460.0,6.337242168318426,333.287,3.0120000000000013,1.0,5.0
CHEMBL447741,COCCOc1c(/C=C2\SC(=O)NC2=O)cccc1C(F)(F)F,280.0,CHEMBL2147,EGFR kinase,active,280.0,6.552841968657781,347.314,3.0545000000000018,1.0,5.0
CHEMBL493742,CCc1ccc(/C=C2\SC(=O)NC2=O)cc1,600.0,CHEMBL2147,EGFR kinase,active,600.0,6.221848749616356,233.29199999999997,2.5728999999999997,1.0,3.0
CHEMBL495827,CC(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1,40.0,CHEMBL2147,EGFR kinase,active,40.0,7.397940008672037,247.31899999999996,3.1339000000000015,1.0,3.0
CHEMBL85496,COc1ccc(/C=C2\SC(=O)NC2=O)cc1,5100.0,CHEMBL2147,EGFR kinase,active,5100.0,5.292429823902063,235.26399999999998,2.0191,1.0,4.0
CHEMBL454557,O=C1NC(=O)/C(=C/c2ccc(OC(F)(F)F)cc2)S1,300.0,CHEMBL2147,EGFR kinase,active,300.0,6.522878745280337,289.2339999999999,2.9091000000000005,1.0,4.0
CHEMBL496783,O=C1NC(=O)/C(=C/c2cccc(OC(F)(F)F)c2)S1,67.0,CHEMBL2147,EGFR kinase,active,67.0,7.173925197299173,289.2339999999999,2.9091000000000005,1.0,4.0
CHEMBL86257,CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,170.0,CHEMBL2147,EGFR kinase,inactive,170.0,6.769551078621726,249.29099999999997,2.4092000000000002,1.0,4.0
CHEMBL496784,O=C1NC(=O)/C(=C/c2cccc(OC(F)(F)C(F)F)c2)S1,73.0,CHEMBL2147,EGFR kinase,active,73.0,7.136677139879544,321.251,3.2472000000000003,1.0,4.0
CHEMBL84558,CCCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,150.0,CHEMBL2147,EGFR kinase,active,150.0,6.823908740944319,263.318,2.7993000000000006,1.0,4.0
CHEMBL493847,CN(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1,6000.0,CHEMBL2147,EGFR kinase,active,6000.0,5.221848749616356,248.30699999999996,2.0765000000000002,1.0,4.0
CHEMBL496786,O=C1NC(=O)/C(=C/c2ccc(F)cc2)S1,13.0,CHEMBL2147,EGFR kinase,inactive,13.0,7.886056647693163,223.22799999999998,2.1496000000000004,1.0,3.0
CHEMBL496994,O=C1S/C(=C\c2ccc(F)cc2)C(=O)N1Cc1ccccc1F,45000.0,CHEMBL2147,EGFR kinase,inactive,45000.0,4.346787486224656,331.34299999999996,4.201300000000002,0.0,3.0
CHEMBL448443,O=C1NC(=O)/C(=C/c2cccc(F)c2)S1,130.0,CHEMBL2147,EGFR kinase,inactive,130.0,6.886056647693163,223.22799999999998,2.1496000000000004,1.0,3.0
CHEMBL496995,O=C1NC(=O)/C(=C/c2ccc(Cl)cc2)S1,40.0,CHEMBL2147,EGFR kinase,inactive,40.0,7.397940008672037,239.683,2.663900000000001,1.0,3.0
CHEMBL495398,O=C1NC(=O)/C(=C/c2cccc(Cl)c2)S1,600.0,CHEMBL2147,EGFR kinase,inactive,600.0,6.221848749616356,239.683,2.663900000000001,1.0,3.0
CHEMBL496996,O=C1NC(=O)/C(=C/c2ccc(Br)cc2)S1,28000.0,CHEMBL2147,EGFR kinase,inactive,28000.0,4.552841968657781,284.13399999999996,2.7730000000000006,1.0,3.0
CHEMBL506711,O=C1CSC(=O)N1Cc1ccccc1F,63000.0,CHEMBL2147,EGFR kinase,inactive,63000.0,4.200659450546418,225.244,2.0211,0.0,3.0
CHEMBL496588,O=C1NC(=O)N(Cc2ccccc2)/C1=C/c1ccc(Cl)cc1,69000.0,CHEMBL2147,EGFR kinase,inactive,69000.0,4.161150909262744,312.75600000000003,3.432900000000002,1.0,2.0
CHEMBL498203,COc1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1,38000.0,CHEMBL2147,EGFR kinase,inactive,38000.0,4.42021640338319,308.337,2.788100000000001,1.0,3.0
CHEMBL526284,COc1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1.Cl,75000.0,CHEMBL2147,EGFR kinase,active,75000.0,4.1249387366083,344.79799999999994,3.2099000000000024,1.0,3.0
CHEMBL522916,O=C1NC(=O)N(Cc2ccccc2)/C1=C/c1ccc(Br)cc1,58000.0,CHEMBL2147,EGFR kinase,inactive,58000.0,4.236572006437063,357.207,3.5420000000000025,1.0,2.0
CHEMBL496972,CN(C)c1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1,78000.0,CHEMBL2147,EGFR kinase,inactive,78000.0,4.107905397309519,321.38,2.8455000000000013,1.0,3.0
CHEMBL183906,O=C1NC(=O)/C(=C/c2cccc(C(F)(F)F)c2)S1,125.0,CHEMBL2147,EGFR kinase,active,125.0,6.903089986991944,273.23499999999996,3.029300000000001,1.0,3.0
CHEMBL183906,O=C1NC(=O)/C(=C/c2cccc(C(F)(F)F)c2)S1,3000.0,CHEMBL2147,EGFR kinase,active,3000.0,5.522878745280337,273.23499999999996,3.029300000000001,1.0,3.0
CHEMBL496381,COC(=O)c1ccc(/C=C2\SC(=O)NC2=O)cc1,10000.0,CHEMBL2147,EGFR kinase,active,10000.0,5.0,263.274,1.7971,1.0,5.0
CHEMBL526468,Cc1cc(C)nc(SCC(=O)c2ccc(F)c(C)c2)n1,5000.0,CHEMBL2147,EGFR kinase,inactive,5000.0,5.301029995663981,290.363,3.5159600000000024,0.0,4.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,10.0,CHEMBL2147,EGFR kinase,active,10.0,8.0,466.5410000000003,4.354000000000003,2.0,6.0
CHEMBL413552,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,340.0,CHEMBL2147,EGFR kinase,active,340.0,6.468521082957745,318.2370000000001,1.6936000000000004,6.0,8.0
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,4000.0,CHEMBL2147,EGFR kinase,active,4000.0,5.3979400086720375,307.34900000000005,3.2966000000000024,0.0,4.0
CHEMBL7463,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,27.0,CHEMBL2147,EGFR kinase,active,27.0,7.568636235841013,412.49300000000017,3.6415000000000015,2.0,4.0
CHEMBL496587,O=C1NC(=O)/C(=C/c2cccc(Br)c2)S1,45000.0,CHEMBL2147,EGFR kinase,active,45000.0,4.346787486224656,284.13399999999996,2.7730000000000006,1.0,3.0
CHEMBL1615278,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,340.0,CHEMBL2147,EGFR kinase,active,340.0,6.468521082957745,544.5990000000003,5.817700000000005,1.0,7.0
CHEMBL1794070,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,310.0,CHEMBL2147,EGFR kinase,active,310.0,6.508638306165727,511.04700000000025,5.452300000000005,1.0,7.0
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,57.0,CHEMBL2147,EGFR kinase,active,57.0,7.244125144327507,338.4110000000001,2.3833,1.0,5.0
CHEMBL492581,CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,50.0,CHEMBL2147,EGFR kinase,active,50.0,7.301029995663981,337.4230000000001,2.9883000000000006,1.0,4.0
CHEMBL494354,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,13.0,CHEMBL2147,EGFR kinase,active,13.0,7.886056647693163,338.4110000000001,2.9232000000000005,3.0,5.0
CHEMBL449471,COCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,370.0,CHEMBL2147,EGFR kinase,active,370.0,6.431798275933005,313.357,2.689800000000001,2.0,5.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,10.0,CHEMBL2147,EGFR kinase,active,10.0,8.0,466.5410000000003,4.354000000000003,2.0,6.0
CHEMBL494762,O=C(O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,120.0,CHEMBL2147,EGFR kinase,active,120.0,6.920818753952375,308.34099999999995,2.916400000000001,2.0,5.0
CHEMBL391586,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O,50.0,CHEMBL2147,EGFR kinase,active,50.0,7.301029995663981,367.20200000000006,4.048680000000003,2.0,3.0
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,4000.0,CHEMBL2147,EGFR kinase,active,4000.0,5.3979400086720375,307.34900000000005,3.2966000000000024,0.0,4.0
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1100.0,CHEMBL2147,EGFR kinase,active,1100.0,5.958607314841775,302.23800000000006,1.988,5.0,7.0
CHEMBL413552,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,340.0,CHEMBL2147,EGFR kinase,inactive,340.0,6.468521082957745,318.2370000000001,1.6936000000000004,6.0,8.0
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,305.0,CHEMBL2147,EGFR kinase,active,305.0,6.515700160653214,338.4110000000001,2.3833,1.0,5.0
CHEMBL505896,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,30000.0,CHEMBL2147,EGFR kinase,active,30000.0,4.522878745280337,610.6859999999999,5.627400000000007,0.0,9.0
CHEMBL447602,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,7800.0,CHEMBL2147,EGFR kinase,inactive,7800.0,5.107905397309519,612.6619999999999,5.175200000000005,1.0,11.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,10.0,CHEMBL2147,EGFR kinase,active,10.0,8.0,466.5410000000003,4.354000000000003,2.0,6.0
CHEMBL476452,O=C1CC(N2CCOCC2)Oc2c1cccc2-c1ccccc1,4000.0,CHEMBL2147,EGFR kinase,inactive,4000.0,5.3979400086720375,309.365,2.977100000000001,0.0,4.0
CHEMBL268769,CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,150.0,CHEMBL2147,EGFR kinase,active,150.0,6.823908740944319,426.52000000000015,3.651900000000002,1.0,5.0
CHEMBL515778,O/N=C/c1ccccc1OCC(O)Cn1c2ccccc2c2ccccc21,16000.0,CHEMBL2147,EGFR kinase,inactive,16000.0,4.795880017344075,360.41300000000007,4.042500000000003,2.0,5.0
CHEMBL476454,CN1C2C=C(N(CCc3c[nH]c4ccccc34)C(=O)c3ccc(Cl)cc3)CCC1CC2,2100.0,CHEMBL2147,EGFR kinase,active,2100.0,5.6777807052660805,433.9830000000003,5.646700000000005,1.0,2.0
CHEMBL523586,NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,794.0,CHEMBL2147,EGFR kinase,active,794.0,6.100179497572904,473.3710000000001,4.492800000000003,3.0,4.0
CHEMBL86771,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,24700.0,CHEMBL2147,EGFR kinase,active,24700.0,4.607303046740334,238.246,1.6264,2.0,4.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2.7,CHEMBL2147,EGFR kinase,active,2.7,8.568636235841012,466.5410000000003,4.354000000000003,2.0,6.0
CHEMBL504574,COc1ccc(NC(=S)N/N=C2\C(=O)Nc3ccccc32)cc1,50000.0,CHEMBL2147,EGFR kinase,active,50000.0,4.301029995663981,326.38100000000003,2.338,3.0,4.0
CHEMBL413552,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,340.0,CHEMBL2147,EGFR kinase,active,340.0,6.468521082957745,318.2370000000001,1.6936000000000004,6.0,8.0
CHEMBL183906,O=C1NC(=O)/C(=C/c2cccc(C(F)(F)F)c2)S1,24.0,CHEMBL2147,EGFR kinase,active,24.0,7.619788758288394,273.23499999999996,3.029300000000001,1.0,3.0
CHEMBL391586,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O,50.0,CHEMBL2147,EGFR kinase,active,50.0,7.301029995663981,367.20200000000006,4.048680000000003,2.0,3.0
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,820.0,CHEMBL2147,EGFR kinase,active,820.0,6.086186147616283,307.34900000000005,3.2966000000000024,0.0,4.0
CHEMBL191384,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,80.0,CHEMBL2147,EGFR kinase,active,80.0,7.096910013008056,372.4570000000001,3.936180000000003,2.0,7.0
CHEMBL1794051,Oc1c(Br)cc(C=C2c3cc(I)ccc3NC2O)cc1Br,170.0,CHEMBL2147,EGFR kinase,active,170.0,6.769551078621726,522.962,4.806300000000002,3.0,3.0
CHEMBL79004,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1cccnc1,1100.0,CHEMBL2147,EGFR kinase,active,1100.0,5.958607314841775,322.75500000000005,4.016800000000002,2.0,3.0
CHEMBL583972,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12,120.0,CHEMBL2147,EGFR kinase,inactive,120.0,6.920818753952375,234.25799999999998,3.6149000000000013,2.0,1.0
CHEMBL575739,O=Cc1c[nH]c2c1ccc1c3cc(-c4ccc(F)cc4F)ccc3[nH]c12,660.0,CHEMBL2147,EGFR kinase,inactive,660.0,6.180456064458132,346.336,5.560100000000002,2.0,1.0
CHEMBL584195,O=Cc1c[nH]c2c1ccc1c3cc(Br)ccc3[nH]c12,570.0,CHEMBL2147,EGFR kinase,inactive,570.0,6.2441251443275085,313.154,4.3774000000000015,2.0,1.0
CHEMBL391586,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O,50.0,CHEMBL2147,EGFR kinase,active,50.0,7.301029995663981,367.20200000000006,4.048680000000003,2.0,3.0
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,1400.0,CHEMBL2147,EGFR kinase,inactive,1400.0,5.853871964321762,425.52100000000013,4.397200000000002,3.0,7.0
CHEMBL599224,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,369.4290000000002,0.49739999999999984,2.0,7.0
CHEMBL599428,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,431.5000000000003,1.7912999999999988,2.0,7.0
CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,530.6550000000004,0.4098000000000024,2.0,9.0
CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,1000.0,CHEMBL2147,EGFR kinase,inactive,1000.0,6.0,587.7090000000001,6.281200000000006,2.0,9.0
CHEMBL39823,Cc1ccc2ccc(C(=O)O)c(O)c2n1,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,203.197,1.9470199999999998,2.0,3.0
CHEMBL1096334,Cc1ccc2cccc(C(=O)O)c2n1,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,187.19799999999998,2.2414199999999997,1.0,2.0
CHEMBL1095742,Cc1ccc2c(-c3ccccc3)cc(C(=O)O)c(O)c2n1,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,279.295,3.6140200000000022,2.0,3.0
CHEMBL1095744,O=C(O)c1ccc(O)c2nc(/C=C/c3ccc(O)c(O)c3)ccc12,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,323.30400000000003,3.220200000000001,4.0,5.0
CHEMBL142412,O=C(O)c1cccc2ccc(/C=C/c3ccc(O)c(O)c3)nc12,10000.0,CHEMBL2147,EGFR kinase,inactive,10000.0,5.0,307.305,3.5146000000000015,3.0,4.0
CHEMBL1096667,O=C(NCc1ccc(O)c(O)c1)c1ccc2c(Cl)cc(Cl)c(O)c2n1,10000.0,CHEMBL2147,EGFR kinase,active,10000.0,5.0,379.19900000000007,3.5884000000000014,4.0,5.0
CHEMBL40148,O=C(O)c1ccc2ccc(/C=C/c3ccccc3)nc2c1O,3200.0,CHEMBL2147,EGFR kinase,active,3200.0,5.494850021680094,291.30600000000004,3.8090000000000015,2.0,3.0
CHEMBL1096159,O=C(O)c1ccc(/C=C/c2ccc3ccc(C(=O)O)c(O)c3n2)cc1,5000.0,CHEMBL2147,EGFR kinase,active,5000.0,5.301029995663981,335.31500000000005,3.507200000000001,3.0,4.0
CHEMBL36586,O=C(O)c1ccc2ccc(/C=C/c3ccc(O)cc3O)nc2c1O,500.0,CHEMBL2147,EGFR kinase,active,500.0,6.301029995663981,323.30400000000003,3.220200000000001,4.0,5.0
CHEMBL39301,O=C(O)c1ccc2ccc(/C=C/c3cc(Br)c(O)c(Br)c3)nc2c1O,2100.0,CHEMBL2147,EGFR kinase,active,2100.0,5.6777807052660805,465.0970000000001,5.039600000000002,3.0,4.0
CHEMBL1098529,COc1cc(/C=C/c2ccc3ccc(C(=O)O)c(O)c3n2)cc([N+](=O)[O-])c1O,2800.0,CHEMBL2147,EGFR kinase,active,2800.0,5.552841968657781,382.3280000000001,3.4314000000000013,3.0,7.0
CHEMBL142246,O=C(O)c1ccc2ccc(/C=C/c3ccc4c(c3)OCO4)nc2c1O,3000.0,CHEMBL2147,EGFR kinase,active,3000.0,5.522878745280337,335.3150000000001,3.5377000000000014,2.0,5.0
CHEMBL82633,O=C(NCc1cccc(O)c1O)c1ccc2ccc(C(=O)O)c(O)c2n1,2800.0,CHEMBL2147,EGFR kinase,active,2800.0,5.552841968657781,354.3180000000001,1.9797999999999996,5.0,6.0
CHEMBL81714,O=C(NCc1ccc(O)cc1O)c1ccc2ccc(C(=O)O)c(O)c2n1,200.0,CHEMBL2147,EGFR kinase,active,200.0,6.698970004336019,354.3180000000001,1.9797999999999996,5.0,6.0
CHEMBL82029,O=C(Nc1ccc(O)c(O)c1)Nc1ccc2ccc(C(=O)O)c(O)c2n1,1000.0,CHEMBL2147,EGFR kinase,inactive,1000.0,6.0,355.3060000000001,2.693800000000001,6.0,6.0
CHEMBL81284,O=C(NCc1ccc(O)c(O)c1)Nc1ccc2ccc(C(=O)O)c(O)c2n1,500.0,CHEMBL2147,EGFR kinase,inactive,500.0,6.301029995663981,369.33300000000014,2.3715000000000006,6.0,6.0
CHEMBL309885,COc1ccc(CNC(=O)Nc2ccc3ccc(C(=O)O)c(O)c3n2)cc1,2000.0,CHEMBL2147,EGFR kinase,active,2000.0,5.698970004336019,367.3610000000001,2.9689000000000005,4.0,5.0
CHEMBL81686,O=C(NNc1ccccc1)c1ccc2ccc(C(=O)O)c(O)c2n1,5100.0,CHEMBL2147,EGFR kinase,active,5100.0,5.292429823902063,323.30800000000005,2.3954999999999997,4.0,5.0
CHEMBL310321,O=C(NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc2ccc(C(=O)O)c(O)c2n1,3000.0,CHEMBL2147,EGFR kinase,active,3000.0,5.522878745280337,413.30200000000013,2.2118999999999995,4.0,9.0
CHEMBL1221633,O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccc([N+](=O)[O-])cc1,100000.0,CHEMBL2147,EGFR kinase,active,100000.0,4.0,433.89500000000015,5.822500000000004,1.0,4.0
CHEMBL185140,O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccncc1,100000.0,CHEMBL2147,EGFR kinase,active,100000.0,4.0,389.8860000000001,5.309300000000004,1.0,3.0
CHEMBL583972,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12,120.0,CHEMBL2147,EGFR kinase,active,120.0,6.920818753952375,234.25799999999998,3.6149000000000013,2.0,1.0
CHEMBL1243129,O=Cc1c[nH]c2c1ccc1c3cccc(C(F)(F)F)c3[nH]c12,18.0,CHEMBL2147,EGFR kinase,inactive,18.0,7.744727494896693,302.255,4.633700000000001,2.0,1.0
CHEMBL1243128,COC(=O)c1cccc2c1[nH]c1c2ccc2c(C=O)c[nH]c21,30.0,CHEMBL2147,EGFR kinase,active,30.0,7.522878745280337,292.294,3.4015000000000013,2.0,3.0
CHEMBL1241011,CCc1cccc2c1[nH]c1c2ccc2c(C=O)c[nH]c21,66.0,CHEMBL2147,EGFR kinase,inactive,66.0,7.180456064458132,262.312,4.1773000000000025,2.0,1.0
CHEMBL1240961,O=Cc1c[nH]c2c1ccc1c2[nH]c2cccc(Br)c21,6.8,CHEMBL2147,EGFR kinase,inactive,6.8,8.167491087293763,313.154,4.377400000000001,2.0,1.0
