molecule_chembl_id,canonical_smiles,standard_value,target_name,target_chembl_id,bioactivity_class,standard_value_norm,pIC50,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL522340,CN(C)CCCN(C)c1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,370.0,PAK4,CHEMBL4523,active,370.0,6.431798275933005,340.4270000000001,2.6292999999999997,1,5
CHEMBL493560,CC(=O)NCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,1020.0,PAK4,CHEMBL4523,active,1020.0,5.991399828238082,326.35600000000005,1.7893999999999999,3,5
CHEMBL494501,O=C(O)/C=C/c1cccc(-c2cncc(NCCCO)n2)c1,310.0,PAK4,CHEMBL4523,active,310.0,6.508638306165727,299.33,2.0356999999999994,3,5
CHEMBL449471,COCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,480.0,PAK4,CHEMBL4523,active,480.0,6.318758762624412,313.357,2.689800000000001,2,5
CHEMBL455255,O=C(O)/C=C/c1cccc(-c2cncc(NCC3CCNCC3)n2)c1,25.0,PAK4,CHEMBL4523,intermediate,25.0,7.602059991327962,338.4110000000001,2.6529000000000007,3,5
CHEMBL523534,NCC1CCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,17.0,PAK4,CHEMBL4523,active,17.0,7.769551078621726,338.4110000000001,2.4165,2,5
CHEMBL494354,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,12.0,PAK4,CHEMBL4523,active,12.0,7.920818753952375,338.4110000000001,2.9232000000000005,3,5
CHEMBL494355,N[C@H]1CC[C@@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,19.0,PAK4,CHEMBL4523,active,19.0,7.721246399047171,338.4110000000001,2.9232000000000005,3,5
CHEMBL492580,O=C(O)/C=C/c1cccc(-c2cncc(N[C@H]3CC[C@H](O)CC3)n2)c1,265.0,PAK4,CHEMBL4523,active,265.0,6.576754126063192,339.3950000000001,2.956800000000001,3,5
CHEMBL473468,O=C(O)/C=C/c1cccc(-c2cnccn2)c1,2200.0,PAK4,CHEMBL4523,intermediate,2200.0,5.657577319177793,226.235,2.2413999999999996,1,3
CHEMBL492581,CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,50.0,PAK4,CHEMBL4523,inactive,50.0,7.301029995663981,337.4230000000001,2.9883000000000006,1,4
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,40.0,PAK4,CHEMBL4523,active,40.0,7.397940008672037,338.4110000000001,2.3833,1,5
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.0,PAK4,CHEMBL4523,intermediate,7.0,8.154901959985743,466.5410000000003,4.354000000000003,2,6
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,140.0,PAK4,CHEMBL4523,intermediate,140.0,6.853871964321762,338.4110000000001,2.3833,1,5
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,4000.0,PAK4,CHEMBL4523,active,4000.0,5.3979400086720375,338.4110000000001,2.3833,1,5
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,20000.0,PAK4,CHEMBL4523,active,20000.0,4.698970004336019,338.4110000000001,2.3833,1,5
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,21.0,PAK4,CHEMBL4523,active,21.0,7.67778070526608,338.4110000000001,2.3833,1,5
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,1200.0,PAK4,CHEMBL4523,active,1200.0,5.920818753952375,338.4110000000001,2.3833,1,5
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,4000.0,PAK4,CHEMBL4523,active,4000.0,5.3979400086720375,338.4110000000001,2.3833,1,5
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,153.0,PAK4,CHEMBL4523,active,153.0,6.815308569182402,338.4110000000001,2.3833,1,5
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,760.0,PAK4,CHEMBL4523,active,760.0,6.119186407719209,338.4110000000001,2.3833,1,5
CHEMBL454281,NCCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,22.0,PAK4,CHEMBL4523,active,22.0,7.657577319177793,312.37300000000005,2.3922,3,5
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,345.0,PAK4,CHEMBL4523,inactive,345.0,6.462180904926726,466.5410000000003,4.354000000000003,2,6
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,40.0,PAK4,CHEMBL4523,inactive,40.0,7.397940008672037,338.4110000000001,2.3833,1,5
CHEMBL492581,CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,46.0,PAK4,CHEMBL4523,active,46.0,7.337242168318426,337.4230000000001,2.9883000000000006,1,4
CHEMBL494354,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,12.0,PAK4,CHEMBL4523,active,12.0,7.920818753952375,338.4110000000001,2.9232000000000005,3,5
CHEMBL449471,COCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,480.0,PAK4,CHEMBL4523,active,480.0,6.318758762624412,313.357,2.689800000000001,2,5
CHEMBL505896,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625,610.6859999999999,5.627400000000007,0,9
CHEMBL447602,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625,612.6619999999999,5.175200000000005,1,11
CHEMBL265470,CC(=O)O.O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,110.0,PAK4,CHEMBL4523,inactive,110.0,6.958607314841775,374.3520000000001,3.381000000000001,2,5
CHEMBL1794051,Oc1c(Br)cc(C=C2c3cc(I)ccc3NC2O)cc1Br,70.0,PAK4,CHEMBL4523,inactive,70.0,7.154901959985743,522.962,4.806300000000002,3,3
CHEMBL583972,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12,510.0,PAK4,CHEMBL4523,inactive,510.0,6.292429823902063,234.25799999999998,3.6149000000000013,2,1
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0,425.52100000000013,4.397200000000002,3,7
CHEMBL599224,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0,369.4290000000002,0.49739999999999984,2,7
CHEMBL599428,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0,431.5000000000003,1.7912999999999988,2,7
CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,10000.0,PAK4,CHEMBL4523,inactive,10000.0,5.0,530.6550000000004,0.4098000000000024,2,9
CHEMBL604087,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,10000.0,PAK4,CHEMBL4523,inactive,10000.0,5.0,445.5190000000003,3.5318000000000023,3,5
CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,1000.0,PAK4,CHEMBL4523,intermediate,1000.0,6.0,587.7090000000001,6.281200000000006,2,9
CHEMBL1240961,O=Cc1c[nH]c2c1ccc1c2[nH]c2cccc(Br)c21,131.0,PAK4,CHEMBL4523,inactive,131.0,6.882728704344236,313.154,4.377400000000001,2,1
CHEMBL583972,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12,510.0,PAK4,CHEMBL4523,intermediate,510.0,6.292429823902063,234.25799999999998,3.6149000000000013,2,1
CHEMBL1738758,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0,532.5270000000003,1.9239000000000006,3,10
CHEMBL1782505,O=C(O)c1cc2cc(C(F)(F)F)ccc2o1,13500.0,PAK4,CHEMBL4523,intermediate,13500.0,4.8696662315049934,230.14099999999996,3.149800000000001,1,2
CHEMBL1204914,O=C(O)c1cc2cc(-c3cccnc3)ccc2o1,7100.0,PAK4,CHEMBL4523,intermediate,7100.0,5.1487416512809245,239.23000000000002,3.1930000000000005,1,3
CHEMBL1782507,O=C(O)c1cc2cc(-c3cnccn3)ccc2o1,11900.0,PAK4,CHEMBL4523,active,11900.0,4.924453038607469,240.21800000000002,2.588000000000001,1,4
CHEMBL1782508,Cn1cc(-c2ccc3oc(C(=O)O)cc3c2)cn1,2900.0,PAK4,CHEMBL4523,active,2900.0,5.537602002101044,242.23399999999998,2.5315000000000003,1,4
CHEMBL1782509,O=C(O)c1cc2cc(-c3cncc(NCC4CCNCC4)n3)ccc2o1,160.0,PAK4,CHEMBL4523,active,160.0,6.795880017344075,352.3940000000001,2.999500000000001,3,6
CHEMBL1782510,O=C(O)c1cc2cc(-c3cnn(C4CCNCC4)c3)ccc2o1,5800.0,PAK4,CHEMBL4523,active,5800.0,5.236572006437063,311.341,2.9190000000000014,2,5
CHEMBL1782511,NCCCCNc1ccnc(-c2ccc3oc(C(=O)O)cc3c2)n1,1200.0,PAK4,CHEMBL4523,active,1200.0,5.920818753952375,326.356,2.7388000000000003,3,6
CHEMBL1782512,NCCCCNc1nccc(-c2ccc3oc(C(=O)O)cc3c2)n1,590.0,PAK4,CHEMBL4523,active,590.0,6.229147988357855,326.35600000000005,2.7388000000000003,3,6
CHEMBL1782513,N[C@H]1CC[C@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,54.0,PAK4,CHEMBL4523,active,54.0,7.267606240177032,352.3940000000001,3.269800000000001,3,6
CHEMBL1782514,N[C@H]1CC[C@@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,110.0,PAK4,CHEMBL4523,inactive,110.0,6.958607314841775,352.3940000000001,3.269800000000001,3,6
CHEMBL1782515,O=C(O)c1cc2cc(-c3cncc(NC4CCNCC4)n3)ccc2o1,150.0,PAK4,CHEMBL4523,active,150.0,6.823908740944319,338.36700000000013,2.751900000000001,3,6
CHEMBL1782516,NC[C@H]1CC[C@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,21.0,PAK4,CHEMBL4523,active,21.0,7.67778070526608,366.4210000000001,3.517400000000001,3,6
CHEMBL1782517,O=C(O)c1cc2cc(-c3cncc(NC4CNC4)n3)ccc2o1,100.0,PAK4,CHEMBL4523,active,100.0,7.0,310.31300000000005,1.9716999999999998,3,6
CHEMBL1782518,O=C(O)c1cc2cc(Br)cc(OCC3CCNCC3)c2o1,250.0,PAK4,CHEMBL4523,inactive,250.0,6.6020599913279625,354.20000000000016,3.2719000000000014,2,4
CHEMBL1782519,O=C(O)c1cc2cc(Br)cc(OCc3ccncc3)c2o1,12500.0,PAK4,CHEMBL4523,active,12500.0,4.903089986991944,348.152,3.8675000000000015,1,4
CHEMBL1782520,O=C(O)c1cc2cc(Br)cc(OCC3CCCNC3)c2o1,330.0,PAK4,CHEMBL4523,active,330.0,6.481486060122113,354.20000000000016,3.2719000000000014,2,4
CHEMBL1782521,O=C(O)c1cc2cc(Br)cc(NCC3CCNCC3)c2o1,190.0,PAK4,CHEMBL4523,active,190.0,6.721246399047171,353.2160000000002,3.3050000000000015,3,4
CHEMBL1782522,O=C(O)c1cc2cc(Br)cc(OCCC3CCNCC3)c2o1,350.0,PAK4,CHEMBL4523,intermediate,350.0,6.455931955649724,368.22700000000015,3.6620000000000017,2,4
CHEMBL1782523,O=C(O)c1cc2cc(Br)cc(OCCc3ccncc3)c2o1,21100.0,PAK4,CHEMBL4523,intermediate,21100.0,4.675717544702307,362.17900000000003,3.910000000000002,1,4
CHEMBL1782524,O=C(O)c1cc2cc(Br)cc(NCCC3CCNCC3)c2o1,540.0,PAK4,CHEMBL4523,intermediate,540.0,6.267606240177032,367.24300000000017,3.695100000000002,3,4
CHEMBL1782525,O=C(O)c1cc2cc(Br)cc(NC(=O)C3CCNCC3)c2o1,260.0,PAK4,CHEMBL4523,active,260.0,6.585026652029182,367.1990000000002,2.831600000000001,3,4
CHEMBL1782526,O=C(CC1CCNCC1)Nc1cc(Br)cc2cc(C(=O)O)oc12,340.0,PAK4,CHEMBL4523,active,340.0,6.468521082957745,381.22600000000017,3.2217000000000002,3,4
CHEMBL1782527,O=C(O)c1cc2cc(Br)cc(OCC(=O)N3CCNCC3)c2o1,1300.0,PAK4,CHEMBL4523,intermediate,1300.0,5.886056647693163,383.19800000000015,1.7040999999999995,2,5
CHEMBL1782528,O=C(O)c1cc2cc(Br)cc(C(=O)NC3CCNCC3)c2o1,7000.0,PAK4,CHEMBL4523,intermediate,7000.0,5.154901959985743,367.1990000000002,2.3753,3,4
CHEMBL1782529,O=C(O)c1cc2cc(Br)cc(C(=O)NCC3CCNCC3)c2o1,1300.0,PAK4,CHEMBL4523,inactive,1300.0,5.886056647693163,381.2260000000002,2.6229000000000005,3,4
CHEMBL1782530,N[C@H]1CC[C@@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1,4.0,PAK4,CHEMBL4523,active,4.0,8.397940008672037,353.2160000000002,3.5753000000000013,3,4
CHEMBL1782531,N[C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1,66.0,PAK4,CHEMBL4523,active,66.0,7.180456064458132,353.2160000000002,3.5753000000000013,3,4
CHEMBL1782532,O=C(O)c1cc2cc(Br)cc(N[C@H]3CC[C@@H](O)CC3)c2o1,6800.0,PAK4,CHEMBL4523,active,6800.0,5.167491087293763,354.20000000000016,3.608900000000001,3,4
CHEMBL1782533,O=C(O)c1cc2cc(Br)cc(N[C@H]3CC[C@H](O)CC3)c2o1,6100.0,PAK4,CHEMBL4523,intermediate,6100.0,5.214670164989233,354.20000000000016,3.608900000000001,3,4
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,10000.0,PAK4,CHEMBL4523,inactive,10000.0,5.0,658.4800000000004,4.425800000000005,5,9
CHEMBL1910893,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,39.0,PAK4,CHEMBL4523,inactive,39.0,7.4089353929735005,371.444,3.4071000000000016,3,5
CHEMBL1910892,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)c[nH]c3n2)cc1,283.0,PAK4,CHEMBL4523,inactive,283.0,6.548213564475709,370.456,4.012100000000002,3,4
CHEMBL1910894,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)c[nH]c3c2)cc1,42.0,PAK4,CHEMBL4523,inactive,42.0,7.376750709602099,369.468,4.617100000000002,3,3
CHEMBL1910895,c1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,7200.0,PAK4,CHEMBL4523,inactive,7200.0,5.142667503568732,355.445,3.701500000000001,2,4
CHEMBL1910896,COc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625,385.47100000000006,3.7101000000000024,2,5
CHEMBL1910897,c1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)ccn1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625,356.433,3.0965000000000016,2,5
CHEMBL1910898,Nc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cn1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625,371.44800000000004,2.6787,3,6
CHEMBL1910899,Nc1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)ccn1,20000.0,PAK4,CHEMBL4523,inactive,20000.0,4.698970004336019,371.448,2.6787,3,6
CHEMBL1910900,NS(=O)(=O)c1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625,434.52500000000015,2.3489000000000004,3,6
CHEMBL1910901,c1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)c2cc[nH]c2c1,650.0,PAK4,CHEMBL4523,inactive,650.0,6.187086643357144,394.482,4.182800000000003,3,4
CHEMBL1909654,c1ncc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)cn1,25000.0,PAK4,CHEMBL4523,intermediate,25000.0,4.6020599913279625,355.4450000000001,3.701500000000002,2,4
CHEMBL1910902,c1cncc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)c1,15000.0,PAK4,CHEMBL4523,active,15000.0,4.823908740944319,354.45700000000005,4.306500000000002,2,3
CHEMBL1910903,c1cc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)ccn1,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625,354.45700000000005,4.306500000000002,2,3
CHEMBL1910904,c1ccc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)nc1,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625,354.4570000000001,4.306500000000002,2,3
CHEMBL1910905,c1cnc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)cn1,13600.0,PAK4,CHEMBL4523,active,13600.0,4.866461091629782,355.4450000000001,3.701500000000002,2,4
CHEMBL1910906,Nc1ccc(-c2c[nH]c3ccc(-c4cnccn4)cc23)c(F)n1,5000.0,PAK4,CHEMBL4523,active,5000.0,5.301029995663981,305.3160000000001,3.408200000000001,2,4
CHEMBL1910907,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(O[C@H]5CC[C@H](N)CC5)n4)cc23)c(F)n1,83.0,PAK4,CHEMBL4523,active,83.0,7.080921907623926,418.4760000000003,4.0569000000000015,3,6
CHEMBL1910908,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(N5CCNCC5)n4)cc23)c(F)n1,61.0,PAK4,CHEMBL4523,active,61.0,7.214670164989233,389.43800000000016,2.817800000000001,3,6
CHEMBL1910909,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(N5CCCC(N)C5)n4)cc23)c(F)n1,81.0,PAK4,CHEMBL4523,active,81.0,7.091514981121351,403.4650000000002,3.335700000000001,3,6
CHEMBL1910910,C[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,56.0,PAK4,CHEMBL4523,active,56.0,7.251811972993799,378.4110000000001,3.1342,3,6
CHEMBL1910911,CC[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,26.0,PAK4,CHEMBL4523,active,26.0,7.585026652029182,392.4380000000001,3.524300000000001,3,6
CHEMBL1910912,CC(C)[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,72.0,PAK4,CHEMBL4523,intermediate,72.0,7.142667503568732,406.46500000000015,3.7703000000000015,3,6
CHEMBL1910913,CC(C)(C)[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,122.0,PAK4,CHEMBL4523,intermediate,122.0,6.913640169325252,420.4920000000002,4.160400000000002,3,6
CHEMBL1910914,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(OC[C@@H](N)c5ccccc5)n4)cc23)c(F)n1,10.0,PAK4,CHEMBL4523,intermediate,10.0,8.0,440.48200000000014,4.487000000000002,3,6
CHEMBL1910915,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(OC[C@H](N)c5ccccc5)n4)cc23)c(F)n1,20.0,PAK4,CHEMBL4523,active,20.0,7.698970004336019,440.48200000000014,4.487000000000002,3,6
CHEMBL1230165,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,186.0,PAK4,CHEMBL4523,intermediate,186.0,6.730487055782084,349.7770000000001,4.878200000000002,2,4
CHEMBL1649759,COC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,2500.0,PAK4,CHEMBL4523,active,2500.0,5.6020599913279625,363.8040000000001,4.966600000000003,1,5
CHEMBL1649761,NC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,1250.0,PAK4,CHEMBL4523,active,1250.0,5.903089986991944,348.79300000000006,4.278900000000002,2,4
CHEMBL1649762,Clc1cccc(Nc2nc3ccccc3c3cnccc23)c1,2500.0,PAK4,CHEMBL4523,active,2500.0,5.6020599913279625,305.76800000000003,5.180000000000002,1,3
CHEMBL1649586,O=C(O)c1ccc2nc(Nc3cccc(Cl)c3)c3ccncc3c2c1,294.0,PAK4,CHEMBL4523,active,294.0,6.531652669587842,349.7770000000001,4.878200000000002,2,4
CHEMBL1915419,NC(=O)c1ccc2nc(Nc3cccc(Cl)c3)c3ccncc3c2c1,2500.0,PAK4,CHEMBL4523,intermediate,2500.0,5.6020599913279625,348.79300000000006,4.278900000000001,2,4
CHEMBL1915420,COC(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,894.0,PAK4,CHEMBL4523,active,894.0,6.048662481204082,363.8040000000001,4.966600000000003,1,5
CHEMBL1649765,O=C(O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,94.0,PAK4,CHEMBL4523,active,94.0,7.026872146400302,349.7770000000001,4.878200000000002,2,4
CHEMBL1915421,NC(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,54.0,PAK4,CHEMBL4523,active,54.0,7.267606240177032,348.79300000000006,4.278900000000002,2,4
CHEMBL1915422,CNC(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,18.0,PAK4,CHEMBL4523,active,18.0,7.744727494896693,362.8200000000001,4.539600000000003,2,4
CHEMBL1915423,CN(C)C(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,2500.0,PAK4,CHEMBL4523,active,2500.0,5.6020599913279625,376.84700000000004,4.881800000000004,1,4
CHEMBL1915424,O=C(NC1CC1)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,74.0,PAK4,CHEMBL4523,active,74.0,7.130768280269024,388.8580000000001,5.072200000000003,2,4
CHEMBL1915425,COCCNC(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,158.0,PAK4,CHEMBL4523,active,158.0,6.801342913045577,406.8730000000001,4.556200000000002,2,5
CHEMBL1915426,Clc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c1,18.0,PAK4,CHEMBL4523,active,18.0,7.744727494896693,372.8190000000001,4.965100000000002,2,5
CHEMBL1915427,Clc1cccc(Nc2nc3c(-c4nnco4)cccc3c3cnccc23)c1,117.0,PAK4,CHEMBL4523,active,117.0,6.931814138253839,373.80300000000005,5.230000000000003,1,6
CHEMBL1915428,c1cc(-c2nnc[nH]2)c2nc(NC3CC3)c3ccncc3c2c1,8.0,PAK4,CHEMBL4523,active,8.0,8.096910013008056,302.341,3.142400000000001,2,5
CHEMBL1915429,c1cc(-c2nnc[nH]2)c2nc(NC3CCC3)c3ccncc3c2c1,20.0,PAK4,CHEMBL4523,active,20.0,7.698970004336019,316.368,3.5325000000000015,2,5
CHEMBL1915430,c1cc(-c2nnc[nH]2)c2nc(NC3CCCC3)c3ccncc3c2c1,26.0,PAK4,CHEMBL4523,active,26.0,7.585026652029182,330.395,3.922600000000002,2,5
CHEMBL1915431,OCCNc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,55.0,PAK4,CHEMBL4523,active,55.0,7.259637310505756,306.32900000000006,1.9722999999999997,3,6
CHEMBL1915432,c1cc(-c2nnc[nH]2)c2nc(N3CCCC3)c3ccncc3c2c1,174.0,PAK4,CHEMBL4523,active,174.0,6.7594507517174005,316.368,3.1683000000000012,1,5
CHEMBL1915433,c1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)cc1,10.0,PAK4,CHEMBL4523,active,10.0,8.0,338.3740000000001,4.311700000000002,2,5
CHEMBL1915434,COc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c1,26.0,PAK4,CHEMBL4523,active,26.0,7.585026652029182,368.4000000000001,4.320300000000002,2,6
CHEMBL1915435,COc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,92.0,PAK4,CHEMBL4523,active,92.0,7.036212172654444,368.4000000000001,4.320300000000002,2,6
CHEMBL1915436,C#Cc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c1,10.0,PAK4,CHEMBL4523,active,10.0,8.0,362.39600000000013,4.293000000000001,2,5
CHEMBL1915437,Clc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)cc1,21.0,PAK4,CHEMBL4523,active,21.0,7.67778070526608,372.81900000000013,4.965100000000002,2,5
CHEMBL1915438,Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,6.0,PAK4,CHEMBL4523,active,6.0,8.221848749616356,372.8190000000001,4.965100000000001,2,5
CHEMBL1915439,CN(c1ccccc1Cl)c1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,15.0,PAK4,CHEMBL4523,active,15.0,7.823908740944319,386.84600000000006,4.9894000000000025,1,5
CHEMBL1915440,Fc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c1,59.0,PAK4,CHEMBL4523,active,59.0,7.229147988357855,356.36400000000015,4.450800000000003,2,5
CHEMBL1915441,Fc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)cc1,16.0,PAK4,CHEMBL4523,active,16.0,7.795880017344075,356.3640000000001,4.450800000000002,2,5
CHEMBL1915442,Fc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,3.0,PAK4,CHEMBL4523,active,3.0,8.522878745280337,356.3640000000001,4.450800000000002,2,5
CHEMBL1915443,Cc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,6.0,PAK4,CHEMBL4523,active,6.0,8.221848749616356,352.4010000000001,4.620120000000003,2,5
CHEMBL1915444,Fc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c(Cl)c1,31.0,PAK4,CHEMBL4523,active,31.0,7.508638306165727,390.8090000000001,5.104200000000002,2,5
