molecule_chembl_id,canonical_smiles,standard_value,target_name,target_chembl_id,bioactivity_class,standard_value_norm,pIC50
CHEMBL3660016,c1cc(O[C@@H]2CCNC2)c2nc(-c3nnc4ccccn34)ccc2c1,2470.0,PAK4,CHEMBL4523,active,2470.0,5.607303046740334
CHEMBL3660017,c1cc(O[C@H]2CCNC2)c2nc(-c3nnc4ccccn34)ccc2c1,4910.0,PAK4,CHEMBL4523,active,4910.0,5.308918507877031
CHEMBL3660018,COC(=O)[C@@H]1C[C@@H](Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CCN1,189.0,PAK4,CHEMBL4523,active,189.0,6.723538195826756
CHEMBL3660019,c1cc(OCC2CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,562.0,PAK4,CHEMBL4523,active,562.0,6.250263684430939
CHEMBL3660020,c1cc(OCCC2CCCCN2)c2nc(-c3nnc4ccccn34)ccc2c1,4219.0,PAK4,CHEMBL4523,active,4219.0,5.374790474618119
CHEMBL3660021,c1cc(OCC2CCCNC2)c2nc(-c3nnc4ccccn34)ccc2c1,169.0,PAK4,CHEMBL4523,intermediate,169.0,6.772113295386326
CHEMBL3660022,NC1CCC(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,134.0,PAK4,CHEMBL4523,active,134.0,6.872895201635193
CHEMBL3660023,CC(C)(CN)COc1cccc2ccc(-c3nnc4ccccn34)nc12,49.0,PAK4,CHEMBL4523,active,49.0,7.309803919971486
CHEMBL3660024,CC(C)(CO)COc1cccc2ccc(-c3nnc4cc(CN)ccn34)nc12,17.0,PAK4,CHEMBL4523,active,17.0,7.769551078621726
CHEMBL3660025,CC(C)COc1cccc2ccc(-c3nnc4cc(CN)ccn34)nc12,51.0,PAK4,CHEMBL4523,active,51.0,7.292429823902063
CHEMBL3660026,CN(C)CC(C)(C)COc1cccc2ccc(-c3nnc4ccccn34)nc12,1354.0,PAK4,CHEMBL4523,active,1354.0,5.8683813356508745
CHEMBL3660027,OCC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,501.0,PAK4,CHEMBL4523,active,501.0,6.300162274132754
CHEMBL3660028,CC(C)(C)COc1cccc2ccc(-c3nnc4ccccn34)nc12,144.0,PAK4,CHEMBL4523,active,144.0,6.841637507904751
CHEMBL3660029,CC(C)(CO)COc1cccc2ccc(-c3nnc4ccccn34)nc12,77.0,PAK4,CHEMBL4523,active,77.0,7.113509274827518
CHEMBL3660030,F[C@H]1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,686.0,PAK4,CHEMBL4523,active,686.0,6.163675884293248
CHEMBL3660031,F[C@@H]1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,137.0,PAK4,CHEMBL4523,active,137.0,6.863279432843593
CHEMBL3660032,CCNCC(C)(C)COc1cccc2ccc(-c3nnc4ccccn34)nc12,323.0,PAK4,CHEMBL4523,active,323.0,6.490797477668897
CHEMBL3660033,CNCC(C)(C)COc1cccc2ccc(-c3nnc4ccccn34)nc12,143.0,PAK4,CHEMBL4523,active,143.0,6.844663962534939
CHEMBL3660034,c1cc(OC2CC3CCC(C2)N3)c2nc(-c3nnc4ccccn34)ccc2c1,585.0,PAK4,CHEMBL4523,intermediate,585.0,6.232844133917819
CHEMBL3660035,CCC(Oc1cccc2ccc(-c3nnc4ccccn34)nc12)[C@@H](CC)CN,318.0,PAK4,CHEMBL4523,intermediate,318.0,6.497572880015567
CHEMBL3660036,CCC(Oc1cccc2ccc(-c3nnc4ccccn34)nc12)[C@H](CC)CN,413.0,PAK4,CHEMBL4523,active,413.0,6.384049948343599
CHEMBL3660037,CC[C@@H](CN)C(C)Oc1cccc2ccc(-c3nnc4ccccn34)nc12,399.0,PAK4,CHEMBL4523,intermediate,399.0,6.399027104313252
CHEMBL3660038,CC[C@H](CN)C(C)Oc1cccc2ccc(-c3nnc4ccccn34)nc12,279.0,PAK4,CHEMBL4523,active,279.0,6.554395796726403
CHEMBL3660039,CCCC(Oc1cccc2ccc(-c3nnc4ccccn34)nc12)[C@@H](CC)CN,1346.0,PAK4,CHEMBL4523,active,1346.0,5.870954940112042
CHEMBL3660040,CCCC(Oc1cccc2ccc(-c3nnc4ccccn34)nc12)[C@H](CC)CN,1359.0,PAK4,CHEMBL4523,inactive,1359.0,5.866780543267506
CHEMBL3660041,CC(C)(CN)COc1cc(F)cc2ccc(-c3nnc4ccccn34)nc12,26.0,PAK4,CHEMBL4523,intermediate,26.0,7.585026652029182
CHEMBL3660042,NC(=O)N1CCC(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,1277.0,PAK4,CHEMBL4523,intermediate,1277.0,5.893809102736585
CHEMBL3660043,NCC(F)(F)COc1cccc2ccc(-c3nnc4ccccn34)nc12,182.0,PAK4,CHEMBL4523,active,182.0,6.739928612014925
CHEMBL3660022,NC1CCC(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,22.0,PAK4,CHEMBL4523,intermediate,22.0,7.657577319177793
CHEMBL3660045,CC(C)(CN)COc1ccc(F)c2ccc(-c3nnc4ccccn34)nc12,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0
CHEMBL3660046,c1cncc(COc2cccc3ccc(-c4nnc5ccccn45)nc23)c1,7473.0,PAK4,CHEMBL4523,active,7473.0,5.126505017743831
CHEMBL3660047,c1cc(OCc2ccncc2)c2nc(-c3nnc4ccccn34)ccc2c1,1734.0,PAK4,CHEMBL4523,active,1734.0,5.760950906859809
CHEMBL3660048,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,96.0,PAK4,CHEMBL4523,active,96.0,7.017728766960431
CHEMBL3660048,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,1174.0,PAK4,CHEMBL4523,active,1174.0,5.930331903088404
CHEMBL3660048,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,147.0,PAK4,CHEMBL4523,inactive,147.0,6.8326826652518236
CHEMBL3660048,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,100.0,PAK4,CHEMBL4523,inactive,100.0,7.0
CHEMBL3660048,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,290.0,PAK4,CHEMBL4523,active,290.0,6.5376020021010435
CHEMBL3660049,FC1CNCCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,406.0,PAK4,CHEMBL4523,active,406.0,6.391473966422806
CHEMBL3660050,c1cc(OC2CCCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,110.0,PAK4,CHEMBL4523,active,110.0,6.958607314841775
CHEMBL3660051,CN(C)C(=O)[C@@H]1CC(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CCN1,10000.0,PAK4,CHEMBL4523,intermediate,10000.0,5.0
CHEMBL3660052,CON(C)C(=O)[C@@H]1CC(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CCN1,10000.0,PAK4,CHEMBL4523,intermediate,10000.0,5.0
CHEMBL3660053,OC[C@@H]1CC(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CCN1,427.0,PAK4,CHEMBL4523,inactive,427.0,6.369572124974976
CHEMBL3660054,COC[C@@H]1CC(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CCN1,484.0,PAK4,CHEMBL4523,intermediate,484.0,6.315154638355588
CHEMBL3660055,CC(C)(CN)COc1c(Br)ccc2ccc(-c3nnc4ccccn34)nc12,204.0,PAK4,CHEMBL4523,active,204.0,6.690369832574102
CHEMBL3660056,Fc1ccc2nnc(-c3ccc4cccc(OC5CCNCC5F)c4n3)n2c1,2866.0,PAK4,CHEMBL4523,active,2866.0,5.542723813938674
CHEMBL3660057,Fc1ccn2c(-c3ccc4cccc(OC5CCNCC5F)c4n3)nnc2c1,1760.0,PAK4,CHEMBL4523,active,1760.0,5.7544873321858505
CHEMBL3660058,c1cc(OC[C@@H]2CCCN2)c2nc(-c3nnc4ccccn34)ccc2c1,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0
CHEMBL3660059,OCC(O)COc1cccc2ccc(-c3nnc4ccccn34)nc12,1721.0,PAK4,CHEMBL4523,active,1721.0,5.76421912967244
CHEMBL3660060,CC(C)(CN)COc1cccc2ccc(-c3nnc4ccc(Br)cn34)nc12,101.0,PAK4,CHEMBL4523,active,101.0,6.995678626217358
CHEMBL3660061,CC(C)(CN)COc1cccc2ccc(-c3nnc4ccc(C5CC5)cn34)nc12,323.0,PAK4,CHEMBL4523,active,323.0,6.490797477668897
CHEMBL3660062,CC(C)(CN)COc1cccc2ccc(-c3nnc4ccc(-c5ccccc5)cn34)nc12,174.0,PAK4,CHEMBL4523,active,174.0,6.7594507517174005
CHEMBL3664634,FC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,52.0,PAK4,CHEMBL4523,inactive,52.0,7.2839966563652006
CHEMBL3660063,CC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,69.0,PAK4,CHEMBL4523,active,69.0,7.161150909262744
CHEMBL3660064,CCC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,126.0,PAK4,CHEMBL4523,active,126.0,6.899629454882437
CHEMBL3660065,c1cc(OCC2(CC3CC3)CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,95.0,PAK4,CHEMBL4523,intermediate,95.0,7.022276394711152
CHEMBL3660066,CC(C)C1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,67.0,PAK4,CHEMBL4523,intermediate,67.0,7.173925197299173
CHEMBL3660067,OC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCN(Cc2ccccc2)CC1,10000.0,PAK4,CHEMBL4523,inactive,10000.0,5.0
CHEMBL3660068,OC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,588.0,PAK4,CHEMBL4523,intermediate,588.0,6.230622673923862
CHEMBL3660069,COC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,79.0,PAK4,CHEMBL4523,intermediate,79.0,7.102372908709558
CHEMBL3660070,c1cc(Oc2ccncc2)c2nc(-c3nnc4ccccn34)ccc2c1,1994.0,PAK4,CHEMBL4523,active,1994.0,5.700274846024363
CHEMBL3660071,Nc1cc(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)ccn1,8935.0,PAK4,CHEMBL4523,intermediate,8935.0,5.048905443158337
CHEMBL3660072,Nc1nccc(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)n1,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0
CHEMBL3660073,FC1(COc2cccc3ccc(-c4nnc5ccc(Br)cn45)nc23)CCNCC1,1389.0,PAK4,CHEMBL4523,intermediate,1389.0,5.857297754262384
CHEMBL3660074,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccc(Br)cn34)nc12,1278.0,PAK4,CHEMBL4523,active,1278.0,5.893469146177619
CHEMBL3660075,FC1(COc2cccc3ccc(-c4nnc5ccc(C6CC6)cn45)nc23)CCNCC1,55.0,PAK4,CHEMBL4523,active,55.0,7.259637310505756
CHEMBL3660076,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccc(C5CC5)cn34)nc12,1163.0,PAK4,CHEMBL4523,active,1163.0,5.9344202852715515
CHEMBL3660077,FC1(COc2cccc3ccc(-c4nnc5ccc(-c6ccccc6)cn45)nc23)CCNCC1,142.0,PAK4,CHEMBL4523,active,142.0,6.847711655616943
CHEMBL3660078,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccc(-c5ccccc5)cn34)nc12,1035.0,PAK4,CHEMBL4523,active,1035.0,5.985059650207063
CHEMBL3660079,NC(=O)CN1CCC(F)(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,193.0,PAK4,CHEMBL4523,active,193.0,6.714442690992226
CHEMBL3660080,CN1CCC(F)(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,73.0,PAK4,CHEMBL4523,active,73.0,7.136677139879544
CHEMBL3660081,OCCN1CCC(F)(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,105.0,PAK4,CHEMBL4523,active,105.0,6.978810700930062
CHEMBL3660082,CC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCN(CCO)CC1,142.0,PAK4,CHEMBL4523,active,142.0,6.847711655616943
CHEMBL3660084,Fc1cc(OC2CCNCC2F)c2nc(-c3nnc4ccccn34)ccc2c1,502.0,PAK4,CHEMBL4523,active,502.0,6.29929628285498
CHEMBL3660085,Fc1cc(OC2CCNCCC2F)c2nc(-c3nnc4ccccn34)ccc2c1,131.0,PAK4,CHEMBL4523,active,131.0,6.882728704344236
CHEMBL3660085,Fc1cc(OC2CCNCCC2F)c2nc(-c3nnc4ccccn34)ccc2c1,39.0,PAK4,CHEMBL4523,active,39.0,7.4089353929735005
CHEMBL3660086,Cc1ccn2c(-c3ccc4cccc(OC5CCNCCC5F)c4n3)nnc2c1,244.0,PAK4,CHEMBL4523,active,244.0,6.61261017366127
CHEMBL3660087,Fc1cc(OC2CCNCC2(F)F)c2nc(-c3nnc4ccccn34)ccc2c1,506.0,PAK4,CHEMBL4523,active,506.0,6.295849483160201
CHEMBL3660088,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3660088,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,481.8,PAK4,CHEMBL4523,active,481.8,6.317133204337676
CHEMBL3660088,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3660088,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3660089,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccc(C5CC5)cn34)nc12,661.3,PAK4,CHEMBL4523,active,661.3,6.179601477296019
CHEMBL3660090,Cc1ccc2nnc(-c3ccc4cccc(OC5CCNCCC5F)c4n3)n2c1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3660090,Cc1ccc2nnc(-c3ccc4cccc(OC5CCNCCC5F)c4n3)n2c1,351.9,PAK4,CHEMBL4523,active,351.9,6.4535807331648085
CHEMBL3660091,[C-]#[N+]c1ccc2nnc(-c3ccc4cccc(OC5CCNCCC5F)c4n3)n2c1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3660092,Fc1ccc2nnc(-c3ccc4cccc(OC5CCNCCC5F)c4n3)n2c1,439.6,PAK4,CHEMBL4523,active,439.6,6.3569423162485466
CHEMBL3660093,Fc1ccc2nnc(-c3ccc4cccc(OCC5(F)CCNCC5)c4n3)n2c1,65.6,PAK4,CHEMBL4523,active,65.6,7.1830961606243395
CHEMBL3660094,CCN1CCC(F)(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,191.2,PAK4,CHEMBL4523,active,191.2,6.718512112059919
CHEMBL3660095,FCCN1CCC(F)(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,409.0,PAK4,CHEMBL4523,active,409.0,6.388276691992658
CHEMBL3660096,Fc1cc(OCC2(F)CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,25.4,PAK4,CHEMBL4523,active,25.4,7.595166283380062
CHEMBL3660097,FC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CNC1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664611,Fc1cc(OCC2(F)CNC2)c2nc(-c3nnc4ccccn34)ccc2c1,489.2,PAK4,CHEMBL4523,active,489.2,6.3105135516357524
CHEMBL3664612,COc1ccc2nnc(-c3ccc4cccc(OCC5(F)CCNCC5)c4n3)n2c1,384.1,PAK4,CHEMBL4523,active,384.1,6.415555692834824
CHEMBL3664613,COc1ccc2nnc(-c3ccc4cc(F)cc(OCC5(F)CCNCC5)c4n3)n2c1,163.4,PAK4,CHEMBL4523,active,163.4,6.786747947803604
CHEMBL3664614,COCCOc1ccc2nnc(-c3ccc4cccc(OCC5(F)CCNCC5)c4n3)n2c1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664615,CC(C)(COc1cc(F)cc2ccc(-c3nnc4ccccn34)nc12)[C@@H](O)CO,299.9,PAK4,CHEMBL4523,active,299.9,6.5230235342404725
CHEMBL3664616,CC(C)(COc1cccc2ccc(-c3nnc4ccccn34)nc12)[C@@H](O)CO,166.9,PAK4,CHEMBL4523,active,166.9,6.7775436633207535
CHEMBL3664617,COC1(COc2cc(F)cc3ccc(-c4nnc5ccccn45)nc23)CCCNCC1,86.0,PAK4,CHEMBL4523,active,86.0,7.0655015487564325
CHEMBL3664618,COC1(COc2cc(F)cc3ccc(-c4nnc5ccccn45)nc23)CCCN(CCO)CC1,222.4,PAK4,CHEMBL4523,active,222.4,6.65286521708998
CHEMBL3664619,OC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCCNCC1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664620,COC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCCNCC1,91.5,PAK4,CHEMBL4523,active,91.5,7.0385789059335515
CHEMBL3664621,CN1CCC(F)C(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,330.0,PAK4,CHEMBL4523,active,330.0,6.481486060122113
CHEMBL3664621,CN1CCC(F)C(Oc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,573.8,PAK4,CHEMBL4523,active,573.8,6.24123945609002
CHEMBL3660085,Fc1cc(OC2CCNCCC2F)c2nc(-c3nnc4ccccn34)ccc2c1,958.6,PAK4,CHEMBL4523,active,958.6,6.018362575344231
CHEMBL3660085,Fc1cc(OC2CCNCCC2F)c2nc(-c3nnc4ccccn34)ccc2c1,520.2,PAK4,CHEMBL4523,active,520.2,6.283829652140146
CHEMBL3660086,Cc1ccn2c(-c3ccc4cccc(OC5CCNCCC5F)c4n3)nnc2c1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664622,Cc1ccn2c(-c3ccc4cccc(OCC(C)(C)CN)c4n3)nnc2c1,156.0,PAK4,CHEMBL4523,active,156.0,6.806875401645538
CHEMBL3664623,F[C@@H]1CNCCC1Oc1cccc2ccc(-c3nnc4cc(Cl)ccn34)nc12,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664624,COC1(COc2cccc3ccc(-c4nnc5cc(C)ccn45)nc23)CCNCC1,429.1,PAK4,CHEMBL4523,active,429.1,6.367441485467328
CHEMBL3664625,c1cc(OCC2CNCCO2)c2nc(-c3nnc4ccccn34)ccc2c1,353.7,PAK4,CHEMBL4523,active,353.7,6.451364940185249
CHEMBL3660050,c1cc(OC2CCCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,437.7,PAK4,CHEMBL4523,active,437.7,6.358823453386886
CHEMBL3660050,c1cc(OC2CCCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664626,NCC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCCC1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664627,CCC(CO)COc1cccc2ccc(-c3nnc4ccccn34)nc12,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664628,CCC(CC)(CO)COc1cccc2ccc(-c3nnc4ccccn34)nc12,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0
CHEMBL3664629,CC(C)(CCN)COc1cccc2ccc(-c3nnc4ccccn34)nc12,76.5,PAK4,CHEMBL4523,active,76.5,7.116338564846382
CHEMBL3664630,FC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCCNC1,141.6,PAK4,CHEMBL4523,active,141.6,6.84893674664625
CHEMBL3664631,CC(C)(CNC(=O)CF)COc1cccc2ccc(-c3nnc4ccccn34)nc12,951.8,PAK4,CHEMBL4523,active,951.8,6.021454299537261
CHEMBL3664632,CC(C)(CNCC(F)F)COc1cccc2ccc(-c3nnc4ccccn34)nc12,506.2,PAK4,CHEMBL4523,active,506.2,6.295677859177765
CHEMBL3664633,CC(C)(CNCC(F)(F)F)COc1cccc2ccc(-c3nnc4ccccn34)nc12,361.9,PAK4,CHEMBL4523,active,361.9,6.441411416891801
CHEMBL3685734,NC1C=C(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)CCC1,392.0,PAK4,CHEMBL4523,active,392.0,6.406713932979542
CHEMBL3685735,N[C@@H]1CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)CC[C@@H]1O,90.0,PAK4,CHEMBL4523,intermediate,90.0,7.045757490560675
CHEMBL3685736,N[C@@H]1CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)CC[C@H]1O,230.0,PAK4,CHEMBL4523,intermediate,230.0,6.638272163982407
CHEMBL3685737,N[C@H]1C[C@@H](O)CN(c2ccncc2Nc2cccc3ccc(-c4c(F)cccc4F)nc23)C1,512.0,PAK4,CHEMBL4523,active,512.0,6.29073003902417
CHEMBL3685738,N[C@H]1C[C@@H](CO)CN(c2ccncc2Nc2cccc3ccc(-c4c(F)cccc4F)nc23)C1,286.0,PAK4,CHEMBL4523,inactive,286.0,6.543633966870957
CHEMBL3685739,CCO[C@@H]1C[C@H](N)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,460.0,PAK4,CHEMBL4523,inactive,460.0,6.337242168318426
CHEMBL3685740,N[C@@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,3600.0,PAK4,CHEMBL4523,inactive,3600.0,5.443697499232712
CHEMBL3685741,NC1CC(N)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,2500.0,PAK4,CHEMBL4523,active,2500.0,5.6020599913279625
CHEMBL3685742,N[C@@H]1CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)CC[C@H]1F,498.0,PAK4,CHEMBL4523,active,498.0,6.302770657240282
CHEMBL3685743,N[C@H]1CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)CC[C@@H]1F,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625
CHEMBL3685744,NC1CCCCN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,25000.0,PAK4,CHEMBL4523,intermediate,25000.0,4.6020599913279625
CHEMBL3639846,N[C@H]1CCCN(c2ncncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625
CHEMBL3685745,N[C@H]1C[C@@H](CF)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,20.0,PAK4,CHEMBL4523,active,20.0,7.698970004336019
CHEMBL3685746,C[C@H]1C[C@@H](N)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,852.0,PAK4,CHEMBL4523,intermediate,852.0,6.069560405233299
CHEMBL3685747,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,9.0,PAK4,CHEMBL4523,active,9.0,8.045757490560675
CHEMBL3685748,NC1CCCN(c2ccncc2Nc2cccc3cnc(-c4nccs4)nc23)C1,1900.0,PAK4,CHEMBL4523,active,1900.0,5.721246399047171
CHEMBL3685749,N[C@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,31.0,PAK4,CHEMBL4523,active,31.0,7.508638306165727
CHEMBL3685750,N[C@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4ccccc4F)nc23)C1,131.0,PAK4,CHEMBL4523,active,131.0,6.882728704344236
CHEMBL3685751,N[C@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4cccc(-c5nccs5)c4)nc23)C1,2000.0,PAK4,CHEMBL4523,active,2000.0,5.698970004336019
CHEMBL3676258,N[C@H]1CCCN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,8.0,PAK4,CHEMBL4523,active,8.0,8.096910013008056
CHEMBL3676259,N[C@@H]1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@H]1O,11.0,PAK4,CHEMBL4523,active,11.0,7.958607314841775
CHEMBL3676260,N[C@@H]1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@H]1F,23.0,PAK4,CHEMBL4523,intermediate,23.0,7.638272163982407
CHEMBL3676261,N[C@H]1C[C@@H](O)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,77.0,PAK4,CHEMBL4523,active,77.0,7.113509274827518
CHEMBL3676262,N[C@@H]1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@@H]1O,3.0,PAK4,CHEMBL4523,active,3.0,8.522878745280337
CHEMBL3676263,COC1CCN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC1N,243.0,PAK4,CHEMBL4523,active,243.0,6.614393726401688
CHEMBL3676264,CO[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,46.0,PAK4,CHEMBL4523,active,46.0,7.337242168318426
CHEMBL3676265,N[C@H]1C[C@H](O)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,1502.0,PAK4,CHEMBL4523,active,1502.0,5.823330067331851
CHEMBL3676266,N[C@H]1C[C@H](OC(=O)c2ccccc2)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,479.0,PAK4,CHEMBL4523,active,479.0,6.319664486585437
CHEMBL3676267,N[C@H]1C[C@@H](F)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,55.0,PAK4,CHEMBL4523,active,55.0,7.259637310505756
CHEMBL3676268,N[C@H]1CCCN(c2ccncc2NC(=O)c2csc(C3CCCCC3)n2)C1,208.0,PAK4,CHEMBL4523,active,208.0,6.681936665037238
CHEMBL3676269,NC1CC(CO)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,58.0,PAK4,CHEMBL4523,active,58.0,7.236572006437063
CHEMBL3676270,CC1CC(N)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,4.0,PAK4,CHEMBL4523,active,4.0,8.397940008672037
CHEMBL3676271,NC1CC(C(F)(F)F)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,3.0,PAK4,CHEMBL4523,active,3.0,8.522878745280337
CHEMBL3676272,NC1CC(CF)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,3.0,PAK4,CHEMBL4523,active,3.0,8.522878745280337
CHEMBL3676273,N[C@H]1C[C@H](F)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,70.0,PAK4,CHEMBL4523,active,70.0,7.154901959985743
CHEMBL3676274,NC1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CCC1Cl,54.0,PAK4,CHEMBL4523,active,54.0,7.267606240177032
CHEMBL3676275,CC1CCN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC1N,8.0,PAK4,CHEMBL4523,active,8.0,8.096910013008056
CHEMBL3676276,CC1CC(N)CN(c2ccncc2NC(=O)c2csc(C3CCCCC3)n2)C1,18.0,PAK4,CHEMBL4523,active,18.0,7.7447274948966935
